151路,江杨南路汾西路,"121.46826,31.313989"
151路,安汾路江杨南路,"121.469614,31.315898"
151路,高跃路安汾路,"121.472912,31.316819"
151路,殷高西路桥,"121.474957,31.327582"
151路,淞南十村(新二路),"121.474918,31.332782"
151路,新二路通南路,"121.474835,31.336415"
151路,通南路长江南路,"121.477257,31.338303"
151路,淞发路长江南路,"121.479375,31.339145"
151路,淞发路淞肇路,"121.484878,31.341519"
151路,淞良路淞顺路,"121.48944,31.339909"
151路,淞良路淞塘路,"121.491901,31.334154"
151路,长江南路逸仙路,"121.490227,31.332046"
152路,莲花路地铁站(南广场),"121.403008,31.130053"
152路,罗秀路莲花南路,"121.40519,31.127232"
152路,莲花南路罗阳路,"121.406525,31.123192"
152路,罗锦路莲花南路,"121.407326,31.12142"
152路,景福路罗锦路,"121.409991,31.122496"
152路,罗阳路景福路,"121.410282,31.124596"
152路,龙里路罗锦路,"121.412938,31.122713"
152路,罗锦路龙中路,"121.415681,31.122674"
152路,罗锦路同乐路,"121.421055,31.124444"
152路,朱行,"121.424514,31.1226"
152路,朱梅路龙州南路,"121.430929,31.121727"
152路,朱梅路兴南路,"121.433437,31.12207"
152路,业祥路老沪闵路,"121.435799,31.125217"
153路,莘庄地铁北广场,"121.38352,31.110729"
153路,莘东路莘建路,"121.377891,31.107153"
153路,莘松路莘西路,"121.37364,31.106486"
153路,莘松路西环路,"121.369444,31.104067"
153路,上海康城,"121.359371,31.100165"
153路,莘松路场东路,"121.355365,31.098958"
153路,莘松路春九路,"121.350104,31.097044"
153路,莘松路场西路,"121.343542,31.094661"
153路,莘松路,"121.337929,31.092636"
153路,漕河泾开发区松江园区,"121.319469,31.092353"
155路,栖山路巨野路,"121.545022,31.243186"
155路,公利医院,"121.54602,31.240243"
155路,苗圃路张杨路,"121.5496,31.239615"
155路,建平中学,"121.557201,31.243086"
155路,博山路崮山路,"121.556306,31.245169"
155路,博山东路罗山路,"121.559453,31.247135"
155路,德平路博山东路,"121.560585,31.250673"
155路,德平路浦东大道,"121.556633,31.25441"
155路,平凉路宁国路,"121.538414,31.264578"
155路,平凉路眉州路,"121.533928,31.261631"
155路,平凉路怀德路,"121.525681,31.258268"
155路,平凉路通北路,"121.522301,31.255833"
155路,平凉路大连路,"121.517937,31.253311"
155路,提篮桥,"121.511528,31.251106"
155路,昆明路海门路,"121.506775,31.254868"
156路,石龙路地铁站,"121.443485,31.157444"
156路,石龙路永川路,"121.438346,31.155391"
156路,上海南站,"121.4323,31.150564"
156路,石龙路老沪闵路,"121.429536,31.147821"
156路,华东理工大学,"121.428911,31.143364"
156路,嘉川路天等路,"121.427487,31.13865"
156路,天等路上中西路,"121.428051,31.135547"
156路,上中西路龙州路,"121.423785,31.133958"
156路,上中西路凌云路,"121.420842,31.13276"
156路,上中西路虹梅南路,"121.417001,31.131068"
156路,上中西路镇西路,"121.410187,31.130195"
156路,龙里路益梅路,"121.407721,31.133064"
156路,莲花路地铁站(南广场),"121.403463,31.130511"
156路,罗秀路莲花南路,"121.405052,31.127253"
156路,莲花南路罗阳路,"121.406523,31.123247"
156路,莲花南路高兴路,"121.406988,31.115317"
156路,莲花南路春申路,"121.407869,31.110104"
156路,莲花南路兴梅路,"121.410113,31.106176"
156路,莲花南路银都路,"121.412947,31.099705"
156路,莲花南路绿莲路,"121.414935,31.095768"
156路,莲花南路曙建路,"121.417569,31.090964"
156路,莲花南路金都路,"121.419674,31.08707"
156路,春都路莲花南路,"121.420404,31.083811"
156路,都庄路沪光路,"121.417808,31.080634"
157路,永联村,"121.445816,31.106241"
157路,银都路景洪路,"121.43872,31.104735"
157路,银都路虹梅南路,"121.433754,31.103861"
157路,虹梅南路银都路,"121.431463,31.10467"
157路,虹梅南路老沪闵路,"121.429891,31.108867"
157路,虹梅南路兴梅路,"121.429175,31.111107"
157路,虹梅南路锦梅路,"121.427118,31.116827"
157路,朱行,"121.423971,31.123815"
157路,罗秀路凌云路,"121.422587,31.129444"
157路,凌云路上中西路,"121.421827,31.132435"
157路,凌云路嘉川路,"121.420469,31.134883"
157路,凌云路梅陇路,"121.418861,31.13776"
157路,梅陇路龙州路,"121.42115,31.13928"
157路,华东理工大学,"121.425217,31.140807"
157路,华东理工大学(老沪闵路),"121.429175,31.142756"
157路,石龙路老沪闵路,"121.430924,31.14901"
157路,石龙路龙川北路,"121.433958,31.151979"
157路,沪闵路冠生园路,"121.433715,31.162522"
157路,漕河泾,"121.434444,31.166471"
157路,漕溪路田林东路,"121.435569,31.175365"
157路,上海体育馆,"121.436269,31.178882"
158路,蓝宝石路古北路,"121.399514,31.193303"
158路,伊犁南路黄金城道,"121.404701,31.193967"
158路,红宝石路伊犁南路,"121.404701,31.19651"
158路,红宝石路银珠路,"121.40178,31.197157"
158路,古北路兴义路,"121.399878,31.20385"
158路,古北路茅台路,"121.400642,31.208885"
158路,天山路芙蓉江路,"121.393837,31.213524"
158路,天山路天中路,"121.388268,31.214709"
158路,天山路威宁路,"121.383034,31.215686"
158路,天山路哈密路,"121.379501,31.215942"
158路,金沙江路真北路,"121.376523,31.233381"
158路,金沙江路万镇路,"121.373348,31.234776"
158路,金沙江路祁连山南路,"121.369891,31.236385"
158路,金沙江路丰庄路,"121.363823,31.239618"
158路,金沙江路新郁路,"121.355104,31.242626"
158路,江桥路丰华公路,"121.34247,31.244944"
158路,华江路江桥路,"121.338707,31.252214"
158路,华江路高潮路,"121.333429,31.24737"
158路,华江路金沙江西路,"121.328438,31.242461"
158路,金沙江西路华江路,"121.325816,31.241159"
158路,金沙江西路金园一路,"121.318707,31.241046"
158路,金耀路金沙江西路,"121.311302,31.243958"
158路,金耀路鹤霞路(江桥),"121.310612,31.246024"
159路,武威东路真金路,"121.407705,31.276087"
159路,真华路华灵路,"121.411302,31.278759"
159路,华灵路大华路,"121.417166,31.279631"
159路,沪太路汶水路,"121.421545,31.285282"
159路,原平路汶水路,"121.431747,31.290464"
159路,原平路交城路,"121.431404,31.295181"
159路,场中路少年村路,"121.432474,31.303698"
159路,三泉路场中路,"121.441424,31.306198"
159路,三泉路临汾路,"121.441101,31.311132"
159路,三泉路共康路,"121.440659,31.319805"
159路,共康路共和新路,"121.444484,31.321306"
159路,共和新路共江路,"121.444132,31.325929"
159路,共江路通河路,"121.451065,31.329567"
159路,共江路爱辉路,"121.454391,31.330643"
159路,爱辉路长江西路,"121.453433,31.33477"
159路,长江西路泗塘新村,"121.455826,31.33737"
159路,长江西路江杨南路,"121.464071,31.340356"
159路,长江西路三转炉,"121.474861,31.344141"
159路,长江路长江南路,"121.483451,31.346992"
159路,长江路吴淞煤气厂,"121.487015,31.348221"
159路,长江路华浜新村,"121.494575,31.35076"
159路,南张华浜(逸仙路),"121.500538,31.355026"
159路,北张华浜(逸仙路),"121.497444,31.362505"
159路,同济路泰和路,"121.492248,31.374692"
159路,同济路水产路,"121.489136,31.380964"
159路,七号门,"121.482635,31.391071"
159路,同济路宝杨路,"121.478832,31.398511"
159路,友谊路同济路,"121.478086,31.403099"
159路,友谊路牡丹江路,"121.48114,31.404184"
159路,友谊路友谊支路,"121.487218,31.406372"
159路,友谊支路盘古路,"121.48616,31.410004"
159路,宝山,"121.488303,31.412951"
160路,凉城路丰镇路,"121.470938,31.303173"
160路,凉城路三门路,"121.472252,31.31106"
160路,凉城路虹湾路,"121.472107,31.313728"
160路,高跃路安汾路,"121.472912,31.316784"
160路,云西路高跃路,"121.475013,31.317595"
160路,殷高西路桥,"121.474953,31.327536"
160路,淞南十村(新二路),"121.474915,31.332796"
160路,新二路通南路,"121.474835,31.336437"
160路,长江南路西塘桥,"121.481407,31.336693"
160路,长逸路淞肇路,"121.48526,31.3377"
160路,长逸路淞良路,"121.487934,31.338016"
160路,淞南路淞发路,"121.49157,31.342587"
160路,淞南四村,"121.491341,31.344995"
160路,长江路华浜新村,"121.494562,31.350755"
160路,南张华浜(逸仙路),"121.50059,31.354909"
160路,北张华浜(逸仙路),"121.497452,31.362492"
160路,同济路泰和路,"121.492326,31.37444"
160路,同济路水产路,"121.489132,31.380972"
160路,同济路宝杨路,"121.478872,31.39842"
160路,友谊路同济路,"121.478199,31.403138"
160路,友谊路团结路,"121.483242,31.404978"
160路,友谊路友谊支路,"121.487221,31.406376"
160路,东林路友谊路,"121.492928,31.406727"
160路,宝林路子青路,"121.49501,31.403589"
160路,宝林路宝杨路,"121.498984,31.402956"
160路,吴淞口路宝杨路,"121.502457,31.404053"
160路,宝杨码头,"121.498777,31.407462"
161路,张衡路科苑路,"121.591758,31.18783"
161路,科苑路蔡伦路,"121.590977,31.189032"
161路,科苑路华佗路,"121.590012,31.19405"
161路,科苑路晨晖路,"121.589111,31.200777"
161路,张江地铁站,"121.585443,31.201589"
161路,碧波路晨晖路,"121.584267,31.197304"
161路,高科中路景明路,"121.583841,31.194878"
161路,高科西路镇中心路,"121.566853,31.190304"
161路,高科西路莲溪路,"121.562227,31.189731"
161路,莲溪路莲园路,"121.560234,31.186662"
161路,北中路莲溪路,"121.559601,31.183958"
161路,北中路沪南路,"121.556267,31.183479"
161路,莲园路沪南路,"121.551689,31.185036"
161路,莲园路博华路,"121.547352,31.184831"
161路,博华路成山路,"121.547613,31.181671"
161路,成山路博华路,"121.54645,31.179826"
161路,成山路锦绣路,"121.538612,31.179068"
161路,下南路成山路,"121.537956,31.177382"
161路,顾全路下南路,"121.539757,31.171516"
161路,顾全路新浦路,"121.53376,31.169777"
161路,三林世博家园,"121.535011,31.168285"
162路,澄江路虹梅南路,"121.442096,31.081805"
162路,景洪路澄江路,"121.445074,31.082726"
162路,双柏路景洪路,"121.444595,31.089575"
162路,双柏路虹梅南路,"121.438721,31.089094"
162路,虹梅南路金都路,"121.435402,31.093369"
162路,虹梅南路景联路,"121.433029,31.099831"
162路,银都路虹梅南路,"121.430026,31.103025"
162路,银都路老沪闵路,"121.425865,31.101788"
162路,银都路莲花南路,"121.41553,31.098937"
162路,莲花南路银都路,"121.413002,31.099817"
162路,莲花南路兴梅路,"121.410343,31.106016"
162路,莲花南路春申路,"121.407687,31.110942"
162路,莲花南路高兴路,"121.407104,31.115122"
162路,莲花南路罗阳路,"121.4067,31.122309"
162路,莲花南路上中西路,"121.406367,31.128312"
162路,莲花路地铁站,"121.401304,31.130858"
162路,万源路古美西路,"121.397717,31.134887"
162路,万源路顾戴路,"121.396354,31.139566"
162路,平吉路万源路,"121.395699,31.145178"
162路,莲花路古龙路,"121.397813,31.150282"
163路,江月路地铁站,"121.509061,31.084256"
163路,江月路浦晓路,"121.505608,31.082522"
163路,浦驰路江月路,"121.500955,31.079674"
163路,浦驰路江园路,"121.502388,31.075506"
163路,联航路浦锦路,"121.498535,31.071823"
163路,浦瑞路联航路,"121.491875,31.071003"
163路,浦瑞路南江燕路,"121.49128,31.074198"
163路,江月路浦雪路,"121.492393,31.078979"
163路,浦锦路江洲路,"121.496353,31.083485"
163路,立跃路鲁陈路,"121.498247,31.086497"
163路,立跃路浦星公路,"121.506176,31.088715"
163路,漕河泾综合保税区,"121.50385,31.102105"
163路,芦恒路地铁站,"121.49862,31.117166"
163路,浦星公路红临路,"121.496298,31.123589"
163路,济阳路凌兆路,"121.490608,31.139583"
163路,凌兆新村,"121.49678,31.140773"
165路,康宁路枢纽站,"121.425218,31.336916"
165路,大康路南蕰藻路,"121.422331,31.334041"
165路,场北路大康路,"121.423576,31.332031"
165路,场北路康宁路,"121.427413,31.332413"
165路,场北路长临路,"121.429848,31.332733"
165路,场北路三泉路,"121.434303,31.333315"
165路,三泉路场北路,"121.436783,31.331385"
165路,三泉路长江西路,"121.438034,31.328602"
165路,共康六村,"121.440033,31.32412"
165路,三泉路共康路,"121.440666,31.320673"
165路,三泉路保德路,"121.440807,31.315851"
165路,三泉路临汾路,"121.441093,31.311371"
165路,三泉路场中路,"121.441429,31.306129"
165路,场中路少年村路,"121.432228,31.303799"
165路,少年村路场中路,"121.42968,31.302723"
165路,原平路交城路,"121.431503,31.294252"
165路,原平路永和路,"121.431923,31.288147"
165路,原平路阳城路,"121.43219,31.283415"
165路,原平路灵石路,"121.433906,31.279648"
165路,灵石路沪太路,"121.430878,31.275787"
165路,平利路西乡路,"121.428635,31.269827"
165路,志丹路新村路,"121.430122,31.266785"
165路,新村路双山路,"121.425308,31.264874"
165路,岚皋路华池路,"121.422783,31.251898"
165路,石泉路中宁路,"121.417248,31.247079"
165路,曹杨八村,"121.404753,31.245074"
165路,大渡河路北石路,"121.397335,31.246897"
165路,铜川路北石路,"121.393448,31.250956"
165路,铜川路真光路,"121.387053,31.252678"
165路,高陵路铜川路,"121.381809,31.252088"
166路,莘松新村,"121.368664,31.104111"
166路,西环路莘沥路,"121.366554,31.108043"
166路,莘北路西环路,"121.366324,31.11148"
166路,莘北路莘凌路,"121.369974,31.11253"
166路,莘凌路莘沥路,"121.372786,31.110421"
166路,莘松路莘东路(莘庄),"121.377813,31.108837"
166路,莘庄地铁站北广场,"121.383559,31.113889"
166路,沪闵路报春路,"121.394718,31.123989"
166路,莲花路地铁站,"121.401753,31.130959"
166路,沪闵路镇西路,"121.407309,31.136224"
166路,沪闵路虹梅南路,"121.413911,31.142591"
166路,沪闵路虹漕南路,"121.417832,31.146273"
166路,桂林路桂林西街,"121.423203,31.153407"
166路,桂林路桂林东街,"121.420273,31.15744"
166路,上海师大,"121.419666,31.161042"
166路,桂林路漕宝路,"121.418869,31.165911"
166路,桂林路田林路,"121.417969,31.169839"
166路,田林路柳州路,"121.422096,31.17135"
166路,漕宝路习勤路,"121.426432,31.16776"
166路,漕河泾,"121.432418,31.168216"
166路,龙漕路田东路,"121.442326,31.170004"
166路,龙华,"121.446766,31.175829"
166路,天钥桥路中山南二路,"121.444896,31.179722"
166路,双峰路华容路,"121.449141,31.181107"
167路,伊敏河路巴林路,"121.493316,31.287713"
167路,上农新村,"121.482812,31.28283"
167路,鲁迅公园,"121.482309,31.268047"
167路,四川北路山阴路,"121.482782,31.264779"
167路,四川北路横浜桥,"121.483854,31.261532"
167路,四川北路武进路,"121.484549,31.250872"
167路,四川北路武昌路,"121.485247,31.247435"
167路,福州路福建中路,"121.482352,31.233785"
167路,人民广场(广东路),"121.476814,31.230777"
167路,淮海中路嵩山路,"121.475907,31.223828"
167路,淮海中路思南路,"121.465492,31.2195"
167路,淮海中路陕西南路,"121.457786,31.216298"
167路,衡山路复兴中路,"121.449774,31.209128"
167路,衡山路高安路,"121.444939,31.202532"
167路,徐家汇,"121.437695,31.190569"
167路,漕溪北路裕德路,"121.436515,31.185182"
167路,上海体育馆,"121.440486,31.183641"
167路,龙华(烈士陵园),"121.447938,31.174436"
